_id,INSEGNA,CLASSIFICAZIONE,INDIRIZZO,MUNICIPIO,TIPOLOGIA ESERCIZIO,SINGOLE,DOPPIE,TRIPLE,QUADRUPLE,QUINTUPLE,TOTALE CAMERE,POSTI LETTO
221,CROWNE PLAZA ROME ST PETER -CENTRO BENESSERE CENTRO CONGRESSI,4,"VIA AURELIA ANTICA, 415",Municipio XIII (ex Mun XVIII),Albergo,,321,,,,"",642
222,D & T HOTEL,1,"VIA CARLO CATTANEO, 23",Municipio I (ex Mun I),Albergo,1,3,5,9,,"",58
223,DANIELA 1,3,"VIA LUIGI LUZZATTI, 31",Municipio I (ex Mun I),Albergo,9,11,5,,,"",46
224,DANIELA 2,3,"VIA LUIGI LUZZATTI, 33",Municipio I (ex Mun I),Albergo,2,21,,,,"",44
225,DANIEL'S HOTEL,4,"VIA FRATTINA, 107",Municipio I (ex Mun I),Albergo,3,11,,,,"",25
226,DE PETRIS,3,"VIA RASELLA, 142",Municipio I (ex Mun I),Albergo,3,43,2,,,"",97
227,DEGLI ARANCI,4,"VIA BARNABA ORIANI, 11",Municipio II (ex Mun II),Albergo,5,39,12,2,,"",127
228,DEI CONSOLI,4,"VIA VARRONE, 2/D",Municipio I (ex Mun XVII),Albergo,2,21,5,,,"",59
229,DEI MELLINI,4,"VIA MUZIO CLEMENTI, 81",Municipio I (ex Mun XVII),Albergo,4,58,14,4,,"",178
230,DEI MILLE,2,"VIA DEI MILLE, 7/B",Municipio I (ex Mun I),Albergo,15,30,5,,,"",90
231,DEI QUIRITI,1,"VIA GERMANICO, 198",Municipio I (ex Mun XVII),Albergo,4,6,,,,"",16
232,DEL CORSO,3,"VIA DEL CORSO, 79",Municipio I (ex Mun I),Albergo,11,7,,,,"",25
233,DELLA CONCILIAZIONE,3,"BORGO PIO, 163",Municipio I (ex Mun XVII),Albergo,12,54,,,,"",121
234,DELLA TORRE ARGENTINA,3,"CORSO VITTORIO EMANUELE II, 102",Municipio I (ex Mun I),Albergo,10,42,5,2,,"",117
235,DELLE MUSE,3,"VIA TOMMASO SALVINI, 18",Municipio II (ex Mun II),Albergo,12,32,10,4,,"",122
236,DELLE NAZIONI,4,"VIA POLI, 7",Municipio I (ex Mun I),Albergo,6,58,18,,,"",177
237,DELLE REGIONI,3,"VIA ZUCCHELLI, 1/C",Municipio I (ex Mun I),Albergo,1,10,,,,"",21
238,DELLE ROSE,1,"VIA PRINCIPE AMEDEO, 62",Municipio I (ex Mun I),Albergo,2,7,,,,"",16
239,DELLE VITTORIE,3,"VIA COL DI LANA, 24",Municipio I (ex Mun XVII),Albergo,6,34,1,,,"",77
240,DELL'URBE,2,"VIA DEI MILLE, 27/A",Municipio I (ex Mun I),Albergo,1,5,2,,,"",17
241,DEMETRA CAPITOLINA,2,"VIA PRINCIPE AMEDEO, 58/62",Municipio I (ex Mun I),Albergo,1,12,,,,"",25
242,DEMETRA HOTEL,4,"VIA DEL VIMINALE, 8",Municipio I (ex Mun I),Albergo,4,16,8,,,"",60
243,DEPANDANCE DEI MODELLI,3,"VICOLO DEI MODELLI, 64",Municipio I (ex Mun I),Albergo,1,2,,,,"",5
244,DEPANDANCE HOTEL PING PONG 2,1,"VIA DEI FABBRI NAVALI, 6-8",Municipio X (ex Mun XIII),Albergo,3,3,1,,,"",12
245,DEPENDANCE HOTEL ESPANA,2,"VIA LUIGI LUZZATTI, 17",Municipio I (ex Mun I),Albergo,2,2,3,,,"",15
246,DEPENDANCE HOTEL ITALIA,2,"VIA VENEZIA, 25",Municipio I (ex Mun I),Albergo,1,5,2,,,"",17
247,DEPENDANCE HOTEL PING PONG,2,"LUNGOMARE PAOLO TOSCANELLI, 78/80",Municipio X (ex Mun XIII),Albergo,16,12,,,,"",40
248,DES ARTISTES,2,"VIA VILLAFRANCA, 20",Municipio I (ex Mun I),Albergo,6,27,18,5,2,"",144
249,DES ARTISTES DEPENDANCE MYHOTEL,3,"VIA VILLAFRANCA, 8/10",Municipio I (ex Mun I),Albergo,5,10,,,,"",25
250,DES EPOQUES HOTEL,4,"VIA NOMENTANA, 31/33",Municipio II (ex Mun III),Albergo,9,8,,,,"",25
251,DESIDERIO,3,"VIA DELLA PINETA SACCHETTI, 225",Municipio XIV (ex Mun XIX),Albergo,,23,,1,,"",50
252,D'ESTE,3,"VIA CARLO ALBERTO, 6",Municipio I (ex Mun I),Albergo,11,14,12,,,"",75
253,DHARMA HOTEL,1,"VIA TORINO, 122",Municipio I (ex Mun I),Albergo,1,9,2,,,"",25
254,DI RIENZO,1,"VIA PRINCIPE AMEDEO, 79",Municipio I (ex Mun I),Albergo,3,11,,,,"",25
255,DIANA,4,"VIA PRINCIPE AMEDEO, 4",Municipio I (ex Mun I),Albergo,44,113,9,7,,"",305
256,DINA,3,"VIA PRINCIPE AMEDEO, 62",Municipio I (ex Mun I),Albergo,5,25,7,6,,"",100
257,D'INGHILTERRA,5,"VIA BOCCA DI LEONE, 14",Municipio I (ex Mun I),Albergo,3,58,19,9,,"",212
258,DIOCLEZIANO,4,"VIA GAETA, 71",Municipio I (ex Mun I),Albergo,12,22,1,,,"",59
259,DIPENDENZA ALBERGO MOZART-VIVALDI LUXURY ROOMS,3,"VIA DEL CORSO, 75",Municipio I (ex Mun I),Albergo,,5,4,,,"",22
260,DIPENDENZA ALBERGO SMERALDO,2,"VIA DEI CHIAVARI, 32",Municipio I (ex Mun I),Albergo,3,10,1,1,,"",30
261,DIPENDENZA HOTEL ALTAVILLA,2,"VIA PRINCIPE AMEDEO, 9",Municipio I (ex Mun I),Albergo,,4,3,,,"",21
262,DIPENDENZA HOTEL CASSIA,3,"VIA CASSIA, 1730",Municipio XV (ex Mun XX),Albergo,11,3,,,,"",17
263,DIPENDENZA HOTEL DEI CONSOLI,3,"VIA GERMANICO, 66",Municipio I (ex Mun XVII),Albergo,3,6,3,,,"",24
264,DIPENDENZA MECENATE PALACE HOTEL,3,"VIA CARLO ALBERTO, 13",Municipio I (ex Mun I),Albergo,,7,1,2,,"",25
265,DIPENDENZA SPRING HOUSE,3,"VIA MOCENIGO, 5/b/c",Municipio I (ex Mun I),Albergo,,4,3,1,,"",23
266,DIPENDENZA VATICANO,1,"VIA VENEZIA, 25",Municipio I (ex Mun I),Albergo,2,6,,,,"",14
267,DIPENDENZA 1 ROME TIMES HOTEL,4,"VIA MILANO, 58",Municipio I (ex Mun I),Albergo,,7,2,,,"",20
268,DIPENDENZA 2 ROME TIMES HOTEL,4,"VIA MILANO, 58",Municipio I (ex Mun I),Albergo,,8,3,,,"",25
269,DIPENDENZA 3 ROME TIMES HOTEL,3,"VIA MILANO, 58",Municipio I (ex Mun I),Albergo,,7,2,,,"",20
270,DIPLOMATIC,3,"VIA VITTORIA COLONNA, 28",Municipio I (ex Mun I),Albergo,4,29,2,,,"",68
271,DOGE,2,"VIA DEI DUE MACELLI, 106",Municipio I (ex Mun I),Albergo,1,9,2,,,"",25
272,DOLOMITI,3,"VIA SAN MARTINO DELLA BATTAGLIA, 11",Municipio I (ex Mun I),Albergo,4,12,4,2,,"",48
273,D-O-M- HOTEL,5,"VIA GIULIA, 131",Municipio I (ex Mun I),Albergo,2,21,,,,"",44
274,DOMIDEA HOTEL,4,"VIA RAFFAELE COSTI, 17",Municipio V (ex Mun VII),Albergo,10,48,2,28,,"",224
275,DOMUS  AURELIA,2,"VIA AURELIA, 218",Municipio XIII (ex Mun XVIII),Albergo,21,29,3,,,"",88
276,DOMUS AUREA,3,"VIA VOLTURNO, 32",Municipio I (ex Mun I),Albergo,11,38,,,,"",87
277,DOMUS AVENTINA,3,"VIA DI S. PRISCA, 11/B",Municipio I (ex Mun I),Albergo,4,16,6,,,"",54
278,DOMUS MEA,2,"VIA CALATAFIMI, 31",Municipio I (ex Mun I),Albergo,10,10,4,,,"",42
279,DOMUS PRAETORIA,2,"VIA MILAZZO, 42",Municipio I (ex Mun I),Albergo,4,5,3,,,"",23
280,DOMUS TIBERINA,2,"VIA IN PISCINULA, 37",Municipio I (ex Mun I),Albergo,7,3,,,,"",13
281,DONATELLO,3,"VIA DI PORTA MAGGIORE, 83",Municipio I (ex Mun I),Albergo,6,26,7,1,,"",83
282,DONNA CAMILLA SAVELLI,4,"VIA GARIBALDI, 27",Municipio I (ex Mun I),Albergo,6,53,11,6,,"",170
283,DONNA LAURA PALACE,4,"LUNGOTEVERE DELLE ARMI, 21",Municipio I (ex Mun XVII),Albergo,6,58,,,,"",122
284,DORIA,3,"VIA MERULANA, 4",Municipio I (ex Mun I),Albergo,5,15,,,,"",35
285,DORICA,3,"PIAZZA DEL VIMINALE, 14",Municipio I (ex Mun I),Albergo,2,17,,,,"",36
286,DUCA D'ALBA,4,"VIA LEONINA, 14",Municipio I (ex Mun I),Albergo,5,14,6,1,,"",55
287,DUCALE,2,"VIA ACHILLE GRANDI, 2",Municipio I (ex Mun I),Albergo,3,4,,,,"",11
288,DUE TORRI,3,"VICOLO DEL LEONETTO, 23",Municipio I (ex Mun I),Albergo,11,10,5,,,"",46
289,DUEMILADODICI ROOMS - non abilitata,2,"VIA DEGLI SCIPIONI, 239/2",Municipio I (ex Mun XVII),Albergo,,2,,,,"",12
290,ECOHOTEL,3,"VIA DI BRAVETTA, 91",Municipio XII (ex Mun XVI),Albergo,10,3,2,,,"",22
291,EDEN,Lusso,"VIA LUDOVISI, 49",Municipio I (ex Mun I),Albergo,24,97,,,,"",218
292,EDERA,3,"VIA ANGELO POLIZIANO, 75",Municipio I (ex Mun I),Albergo,25,20,6,,,"",83
293,EL PATIO,1,"VIA DELL'AIRONE, 8",Municipio VI (ex Mun VIII),Albergo,1,5,1,,,"",14
294,ELIDE,2,"VIA FIRENZE, 50",Municipio I (ex Mun I),Albergo,4,8,1,,,"",23
295,ELISEO,4,"VIA DI PORTA PINCIANA, 30",Municipio I (ex Mun I),Albergo,17,35,4,,,"",99
296,ELITE,2,"VIA FRANCESCO CRISPI, 49",Municipio I (ex Mun I),Albergo,10,8,4,,,"",38
297,ELYSE',3,"VIA CAIROLI, 133",Municipio I (ex Mun I),Albergo,4,6,3,,,"",25
298,EMBASSY,3,"VIA ANTONIO SALANDRA, 6",Municipio I (ex Mun I),Albergo,9,18,11,2,,"",82
299,EMMAUS,3,"VIA DELLE FORNACI, 23-25",Municipio XIII (ex Mun XVIII),Albergo,3,6,16,2,1,"",76
300,EMONA AQUAEDUCTUS,4,"VIA STATILIA, 23",Municipio I (ex Mun I),Albergo,3,15,5,1,,"",52
301,EMPIRE PALACE HOTEL,4,"VIA AURELIANA, 39",Municipio I (ex Mun I),Albergo,38,62,5,5,,"",197
302,ENRICA,1,"VIALE CASTRO PRETORIO, 25",Municipio I (ex Mun I),Albergo,1,6,1,,,"",16
303,ERCOLI,2,"VIA COLLINA, 48",Municipio I (ex Mun I),Albergo,1,7,5,1,,"",34
304,ERDARELLI,2,"VIA DEI DUE MACELLI, 28",Municipio I (ex Mun I),Albergo,1,13,3,1,,"",40
305,ERGIFE PALACE,4,"VIA AURELIA, 619",Municipio XIII (ex Mun XVIII),Albergo,101,703,,,,"",1507
306,ESPANA,2,"VIA LUIGI LUZZATTI, 21",Municipio I (ex Mun I),Albergo,5,6,,,,"",17
307,ESPOSIZIONE,2,"VIA NAZIONALE, 69",Municipio I (ex Mun I),Albergo,2,1,2,1,1,"",19
308,ESPOSIZIONE ROMA,3,"VIA NAZIONALE, 66",Municipio I (ex Mun I),Albergo,2,3,3,,,"",17
309,ESPOSIZIONE 2,2,"VIA NAZIONALE, 66",Municipio I (ex Mun I),Albergo,3,4,3,,,"",20
310,ESPOSIZIONE 3,2,"VIA NAZIONALE, 66",Municipio I (ex Mun I),Albergo,2,5,3,,,"",21
311,ESQUILINO,2,"PIAZZA DELL'ESQUILINO, 29",Municipio I (ex Mun I),Albergo,,11,1,,,"",25
312,EURO QUIRIS,1,"VIA DEI MILLE, 64",Municipio I (ex Mun I),Albergo,3,4,2,,,"",17
313,EUROGARDEN,3,"SALITA DI CASTEL GIUBILEO, 197",Municipio III (ex Mun IV),Albergo,,50,,4,,"",116
314,EUROM,3,"VIA GIOVANNI GUTENBERG, 25-39",Municipio IX (ex Mun XII),Albergo,20,2,,,,"",24
315,EUROM DIPENDENZA,3,"VIA GIOVANNI GUTENBERG, 39",Municipio IX (ex Mun XII),Albergo,6,8,,,,"",22
316,EUROPA,3,"VIA VARESE, 26",Municipio I (ex Mun I),Albergo,14,28,3,1,,"",83
317,EUROROOMS,1,"VIA PALESTRO, 87",Municipio I (ex Mun I),Albergo,2,5,1,,,"",15
318,EUROSTARS INTERNATIONAL PALACE,4,"VIA NAZIONALE, 46",Municipio I (ex Mun I),Albergo,53,130,9,,,"",340
319,EUROSTARS ROMA AETERNA CENTRO CONGRESSI,4,"VIA CASILINA, 125",Municipio V (ex Mun VI),Albergo,10,134,,,,"",278
320,EUROSTARS SAINT JOHN,4,"VIA MATTEO BOIARDO, 30",Municipio I (ex Mun I),Albergo,3,74,4,,,"",163
321,EURPERGOLA,2,"VICOLO DEL COLLE DELLA STREGA, 32",Municipio IX (ex Mun XII),Albergo,12,6,,,,"",24
322,EVEREST,2,"VIA CAVOUR, 47",Municipio I (ex Mun I),Albergo,3,3,2,2,,"",23
323,EVEREST INN ROME,2,"VIA NAZIONALE, 243",Municipio I (ex Mun I),Albergo,5,5,3,,,"",24
324,EXCEL ROMA MONTEMARIO,4,"VIA DEGLI SCOLOPI, 31",Municipio XIV (ex Mun XIX),Albergo,35,63,9,4,,"",204
325,EXECUTIVE,4,"VIA ANIENE, 3",Municipio II (ex Mun II),Albergo,7,43,1,,,"",96
326,EXECUTIVE STYLE HOTEL,4,"VIA DI TORRE ROSSA, 80",Municipio XIII (ex Mun XVIII),Albergo,16,45,13,,,"",145
327,FAMILY HOUSE,1,"VIA BIXIO, 72",Municipio I (ex Mun I),Albergo,4,6,1,,,"",19
328,FARINI,1,"VIA FARINI, 52",Municipio I (ex Mun I),Albergo,3,3,1,,,"",12
329,FARNESE,2,"VIA ALESSANDRO FARNESE, 30",Municipio I (ex Mun I),Albergo,5,16,2,,,"",43
330,FARNESINA,3,"VIA DELLA FARNESINA, 23/A",Municipio XV (ex Mun XX),Albergo,,24,,,,"",48
331,FAWLTY TOWERS,2,"VIA MAGENTA, 39",Municipio I (ex Mun I),Albergo,13,2,,,,"",17
332,FELICE,2,"VIA TIBURTINA, 30",Municipio II (ex Mun III),Albergo,3,15,,,,"",33
333,FENICIA,2,"VIA MILAZZO, 20",Municipio I (ex Mun I),Albergo,2,7,2,,,"",22
334,FENIX,4,"VIALE GORIZIA, 5",Municipio II (ex Mun II),Albergo,12,48,12,1,,"",148
335,FERRARESE,2,"VIA PRINCIPE AMEDEO, 76",Municipio I (ex Mun I),Albergo,2,9,9,4,,"",63
336,FERRARI,2,"VIA GIOVANNI AMENDOLA, 95",Municipio I (ex Mun I),Albergo,3,1,9,3,,"",44
337,FERRARO,2,"VIA CAVOUR, 266",Municipio I (ex Mun I),Albergo,3,4,2,1,,"",21
338,FIAMMA,3,"VIA GAETA, 61",Municipio I (ex Mun I),Albergo,22,49,8,,,"",144
339,FIESTA,1,"VIA CAIROLI, 101",Municipio I (ex Mun I),Albergo,2,3,2,,,"",14
340,FIORENZA,1,"VIA DEI MILLE, 64",Municipio I (ex Mun I),Albergo,1,9,2,,,"",25
341,FIORI,2,"VIA NAZIONALE, 163",Municipio I (ex Mun I),Albergo,2,8,2,,,"",24
342,FIRENZE,2,"VIA DEI DUE MACELLI, 106",Municipio I (ex Mun I),Albergo,7,9,,,,"",25
343,FIUME,4,"VIA BRESCIA, 5",Municipio II (ex Mun II),Albergo,11,46,,,,"",103
344,FLAMINIUS,3,"VIA FRASSINETO, 23",Municipio XV (ex Mun XX),Albergo,20,7,2,,1,"",45
345,FLAVIA,2,"VIA FLAVIA, 38A",Municipio I (ex Mun I),Albergo,2,21,4,,,"",56
346,FLEMING,4,"PIAZZA MONTELEONE DI SPOLETO, 20",Municipio XV (ex Mun XX),Albergo,25,192,73,12,,"",676
347,FLORIDA,2,"VIA COLA DI RIENZO, 243",Municipio I (ex Mun XVII),Albergo,5,6,,,,"",17
348,FLORIDIA,3,"VIA MONTEBELLO, 45",Municipio I (ex Mun I),Albergo,12,27,3,,,"",75
349,FLORIS HOTEL,3,"VIA NAZIONALE, 251",Municipio I (ex Mun I),Albergo,2,10,5,1,,"",41
350,FLOWER GARDEN,2,"VIA DEL VIMINALE, 7-11",Municipio I (ex Mun I),Albergo,3,19,4,1,1,"",62
351,FONTANA,3,"PIAZZA DI TREVI, 96",Municipio I (ex Mun I),Albergo,4,15,6,,,"",52
352,FONTANELLA BORGHESE,3,"LARGO DELLA FONTANELLA DI BORGHESE, 84",Municipio I (ex Mun I),Albergo,3,17,2,2,,"",51
353,FORI IMPERIALI DI CAVALIERI,3,"VIA FRANGIPANE, 34",Municipio I (ex Mun I),Albergo,5,15,4,,,"",47
354,FORO ROMANO IMPERATORI,1,"VIA CAVOUR, 294",Municipio I (ex Mun I),Albergo,4,3,,,,"",10
355,FORTE,3,"VIA MARGUTTA, 61",Municipio I (ex Mun I),Albergo,11,7,,,,"",25
356,FORTYSEVEN,4,"VIA LUIGI PETROSELLI, 47",Municipio I (ex Mun I),Albergo,,46,12,2,,"",136
357,FORUM,4,"VIA TOR DE' CONTI, 25",Municipio I (ex Mun I),Albergo,20,34,20,4,,"",164
358,FRAGRANCE HOTEL ST. PETER,3,"VIA DI MONTE DEL GALLO, 36",Municipio XIII (ex Mun XVIII),Albergo,6,14,6,,,"",52
359,FRANKLIN,4,"VIA RODI, 29",Municipio I (ex Mun XVII),Albergo,4,18,,,,"",40
360,GABRIELE,1,"VIA PRINCIPE AMEDEO, 76",Municipio I (ex Mun I),Albergo,2,3,3,,,"",17
361,GABRIELLA,3,"VIA PALESTRO, 88",Municipio I (ex Mun I),Albergo,,18,5,,,"",51
362,GALATEA,3,"VIA GENOVA, 24",Municipio I (ex Mun I),Albergo,1,16,,,,"",33
363,GALILEO,3,"VIA PALESTRO, 33-35",Municipio I (ex Mun I),Albergo,2,24,13,,,"",89
364,GALLES,3,"VIALE CASTRO PRETORIO, 66",Municipio I (ex Mun I),Albergo,18,37,13,,,"",131
365,GALLI,2,"VIA MILAZZO, 20",Municipio I (ex Mun I),Albergo,2,8,1,1,,"",25
366,GALLIA,4,"VIA DI S. MARIA MAGGIORE, 143",Municipio I (ex Mun I),Albergo,,24,3,6,,"",81
367,GAMBRINUS,4,"VIA PIAVE, 29",Municipio I (ex Mun I),Albergo,11,41,5,,,"",108
368,GEA DI VULCANO,3,"VIA NAZIONALE, 243",Municipio I (ex Mun I),Albergo,5,10,,,,"",25
369,GELSOMINO HOTEL,3,"LARGO TOMASO PERASSI, 10",Municipio XII (ex Mun XVI),Albergo,,96,,,,"",192
370,GENIO,4,"VIA GIUSEPPE ZANARDELLI, 28",Municipio I (ex Mun I),Albergo,7,53,,,,"",113
371,GENOVA,4,"VIA CAVOUR, 25",Municipio I (ex Mun I),Albergo,7,67,17,,,"",192
372,GEO,3,"CIRCONVALLAZIONE CASILINA, 41/49",Municipio V (ex Mun VI),Albergo,5,12,3,,,"",38
373,GERBER,3,"VIA DEGLI SCIPIONI, 241",Municipio I (ex Mun I),Albergo,17,10,,,,"",37
374,GIADA,3,"VIA PRINCIPE AMEDEO, 9",Municipio I (ex Mun I),Albergo,8,12,11,8,2,"",107
375,GIAMAICA,1,"VIA MAGENTA, 13",Municipio I (ex Mun I),Albergo,2,6,1,,,"",17
376,GIARDINO D'EUROPA,3,"VIA LUCREZIA ROMANA, 95",Municipio VII (ex Mun X),Albergo,8,38,,,,"",84
377,GIGLIO DELL'OPERA,3,"VIA PRINCIPE AMEDEO, 14",Municipio I (ex Mun I),Albergo,5,32,17,1,,"",124
378,GINEVRA,2,"VIA LUIGI PIANCIANI, 17",Municipio I (ex Mun I),Albergo,2,5,2,1,,"",22
379,GIOBERTI,4,"VIA GIOBERTI, 20",Municipio I (ex Mun I),Albergo,,71,10,,,"",172
380,GIOLITTI,2,"VIA GIOVANNI GIOLITTI, 417",Municipio I (ex Mun I),Albergo,,8,,,,"",16
381,GIOLLI,3,"VIA NAZIONALE, 69",Municipio I (ex Mun I),Albergo,10,28,11,2,,"",108
382,GIORGI,3,"VIA MAGENTA, 13",Municipio I (ex Mun I),Albergo,6,7,4,3,,"",44
383,GIORGINA,2,"VIA PRINCIPE AMEDEO, 67/69",Municipio I (ex Mun I),Albergo,5,16,6,5,4,"",95
384,GIOTTO,3,"VIA CARDINAL PASSIONEI, 35",Municipio XIII (ex Mun XVIII),Albergo,23,48,8,,,"",143
385,GIOTTO FLAVIA,2,"VIA FLAVIA, 84",Municipio I (ex Mun I),Albergo,5,9,,,,"",23
386,GIUBILEO,2,"VIA CARLO ALBERTO, 13",Municipio I (ex Mun I),Albergo,9,8,,,,"",25
387,GIUGGIOLI,2,"VIA GERMANICO, 198",Municipio I (ex Mun XVII),Albergo,4,5,,,,"",14
388,GIUGIU,1,"VIA DEL VIMINALE, 8",Municipio I (ex Mun I),Albergo,1,5,3,1,,"",24
389,GIULIANA,2,"VIA AGOSTINO DEPRETIS, 70",Municipio I (ex Mun I),Albergo,1,10,,,,"",21
390,GIULIETTA E ROMEO,2,"VIA ERACLITO DI EFESO, 23",Municipio X (ex Mun XIII),Albergo,2,13,5,1,,"",47
391,GIULIO CESARE,4,"VIA DEGLI SCIPIONI, 287",Municipio I (ex Mun XVII),Albergo,16,51,9,,,"",145
392,GLOBUS,3,"VIALE IPPOCRATE, 119",Municipio II (ex Mun III),Albergo,8,56,25,19,,"",271
393,GLORIA,1,"VIA GIOBERTI, 30",Municipio I (ex Mun I),Albergo,3,7,,,,"",17
394,GOLDEN,2,"VIA MARCHE, 84",Municipio I (ex Mun I),Albergo,4,7,2,,,"",24
395,GOLDEN TULIP BELLAMBRIANA,4,"VIA LUCA PASSI, 4-6",Municipio XIII (ex Mun XVIII),Albergo,,91,,,,"",182
396,GP HOTEL,4,"VIA GIORGIO PERLASCA, 50",Municipio V (ex Mun VII),Albergo,,55,31,,,"",203
397,GRAN MELIA' ROME VILLA AGRIPPINA,Lusso,"VIA DEL GIANICOLO, 2",Municipio I (ex Mun I),Albergo,,115,,,,"",230
398,GRAND HOTEL DE LA MINERVE,Lusso,"PIAZZA DELLA MINERVA, 69",Municipio I (ex Mun I),Albergo,19,88,27,,,"",276
399,GRAND HOTEL PALACE,Lusso,"VIA VITTORIO VENETO, 70",Municipio I (ex Mun I),Albergo,4,80,,,,"",170
400,GRAND HOTEL RITZ,4,"VIA DOMENICO CHELINI, 41",Municipio II (ex Mun II),Albergo,12,16,22,25,22,"",320
401,GRAND HOTEL TIBERIO,4,"VIA LATTANZIO, 51",Municipio XIV (ex Mun XIX),Albergo,6,54,25,,,"",189
402,GREEN,2,"VIALE REGINA MARGHERITA, 255",Municipio II (ex Mun III),Albergo,3,3,2,,,"",15
403,GREEN PARK HOTEL PAMPHILI,4,"LARGO LORENZO MOSSA, 4",Municipio XIII (ex Mun XVIII),Albergo,3,30,101,21,1,"",455
404,GRIFO,2,"VIA DEL BOSCHETTO, 144",Municipio I (ex Mun I),Albergo,11,6,2,,,"",29
405,H 10 ROMA CITTA',1,"VIA PIETRO BLASERNA, s.n.c",Municipio XI (ex Mun XV),Albergo,,181,,,,"",362
406,HALIFAX,2,"VIA MILAZZO, 8-14",Municipio I (ex Mun I),Albergo,3,3,3,,,"",18
407,HAMILTON,1,"VIA PRINCIPE AMEDEO, 67",Municipio I (ex Mun I),Albergo,1,7,1,1,,"",22
408,HARMONY,2,"VIA PALESTRO, 13",Municipio I (ex Mun I),Albergo,5,20,,1,,"",49
409,HASSLER,Lusso,"PIAZZA DELLA TRINITA' DEI MONTI, 6",Municipio I (ex Mun I),Albergo,12,76,14,,,"",206
410,HDP-HOTEL DELLE PROVINCE,4,"VIALE DELLE PROVINCIE, 103",Municipio II (ex Mun III),Albergo,,46,,,,"",92
411,HEARTH HOTEL,3,"VIA SANTAMAURA, 2",Municipio I (ex Mun XVII),Albergo,4,16,1,1,,"",43
412,HERMITAGE,4,"VIA EUGENIO VAJNA, 12",Municipio II (ex Mun II),Albergo,76,5,10,,,"",132
413,HIBERIA,3,"VIA VENTIQUATTRO MAGGIO, 7",Municipio I (ex Mun I),Albergo,8,18,6,8,,"",100
414,HISTOIRE ROMANTIQUE,3,"VIA PRINCIPE AMEDEO, 77A/C",Municipio I (ex Mun I),Albergo,4,10,,,,"",24
415,HOLIDAY INN EUR PARCO DEI MEDICI,4,"VIALE CASTELLO DELLA MAGLIANA, 65",Municipio XI (ex Mun XV),Albergo,,317,,,,"",634
416,HOLIDAY INN EXPRESS ROME SAN GIOVANNI,3,"VIA ASSISI, 51-53",Municipio VII (ex Mun IX),Albergo,1,110,9,,,"",248
417,HOLIDAY INN ROME WEST,4,"VIA AURELIA, 8,400",Municipio XIII (ex Mun XVIII),Albergo,9,237,,,,"",483
418,HOLLYWOOD STELLA ELSA,2,"VIA PRINCIPE AMEDEO, 79",Municipio I (ex Mun I),Albergo,9,8,,,,"",25
419,HOTEL ACROPOLI,2,"VIA PRINCIPE AMEDEO, 63/67",Municipio I (ex Mun I),Albergo,,12,13,12,15,"",134
420,HOTEL ALBA TORRE MAURA,3,"VIALE DI TORRE MAURA, 81",Municipio VI (ex Mun VIII),Albergo,,48,16,,,"",144
421,HOTEL ALBANI,4,"VIA ADDA, 41-45",Municipio II (ex Mun II),Albergo,12,128,,13,1,"",325
422,HOTEL ALIMANDI VATICANO,4,"VIALE VATICANO, 99",Municipio I (ex Mun XVII),Albergo,2,8,8,6,,"",66
423,HOTEL AMALIA VATICANO,3,"VIA GERMANICO, 66",Municipio I (ex Mun XVII),Albergo,,9,3,,,"",24
424,HOTEL ANACAPRI,2,"VIA MAGENTA, 10",Municipio I (ex Mun I),Albergo,1,4,2,,,"",15
425,HOTEL ANTICA DIMORA DELLE CINQUE LUNE,3,"VIA GIUSEPPE ZANARDELLI, 23",Municipio I (ex Mun I),Albergo,6,9,,,,"",24
426,HOTEL APPIA 442,3,"VIA APPIA NUOVA, 442",Municipio VII (ex Mun IX),Albergo,3,5,,,,"",13
427,HOTEL AREA,4,"VIA DEL FORTE OSTIENSE, 0",Municipio IX (ex Mun XII),Albergo,18,7,23,3,,"",113
428,HOTEL ART,4,"VIA MARGUTTA, 56",Municipio I (ex Mun I),Albergo,2,38,6,,,"",96
429,HOTEL BEST WESTERN TORVERGATA,3,"VIA VICO VIGANO', 24",Municipio VI (ex Mun VIII),Albergo,21,188,1,,,"",400
430,HOTEL BOUTIQUE NAZIONALE,3,"VIA NAZIONALE, 66",Municipio I (ex Mun I),Albergo,,8,,,,"",16
431,HOTEL BRIGHT,3,"VIA PRENESTINA, 940/E",Municipio V (ex Mun VII),Albergo,14,28,,,,"",70
432,HOTEL CAMPIDOGLIO,3,"VIA PRINCIPE AMEDEO, 85/A",Municipio I (ex Mun I),Albergo,3,9,1,,,"",24
433,HOTEL CAPANNELLE,4,"VIA SIDERNO, 37",Municipio VII (ex Mun X),Albergo,2,256,,,,"",514
434,HOTEL CARAVITA,3,"VIA DEL CARAVITA, 5",Municipio I (ex Mun I),Albergo,,8,,,,"",16
435,HOTEL CARMEN,2,"VIA GIOVANNI AMENDOLA, 77",Municipio I (ex Mun I),Albergo,,5,2,,,"",16
436,HOTEL CENTRO CAVOUR,2,"VIA CAVOUR, 233",Municipio I (ex Mun I),Albergo,3,6,,,,"",15
437,HOTEL CLUB HOUSE ROMA,4,"VIA ANDREA ALCIATO, 14/16",Municipio XIII (ex Mun XVIII),Albergo,54,46,8,,,"",170
